symbol,policy,allow_open,allow_reopen,allow_double_down,allow_sell,reason,evidence_source,review_after,updated_at
POR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.9665 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PPL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.1695 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PRA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.7051 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PROV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.0034 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PTNM,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
QETA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.9479 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
QMMM,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
QSEA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.3610 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
QUMS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6289 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RAAQ,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.0175 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RANG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.5471 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RDAG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9896 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
REFI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9474 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
REG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.9425 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RFAI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.6697 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RGA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8128 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RIBB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.1884 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RNGT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8528 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RNR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3588 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RPRX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2823 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RSG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3251 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
RTAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.1088 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SAFT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.1640 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SCII,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7034 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SDHI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6234 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SDM,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SELF,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.0590 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SEM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.6869 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SEVN,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.8944 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SFBC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0135 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SIMA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.6374 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SMBC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0975 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SNA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3708 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SNFCA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9616 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.4057 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SOCA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8668 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SPEG,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4933 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SPG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.6537 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SPKL,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.5433 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3062 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SRBK,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5017 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SRCE,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9442 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SRE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3954 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SSBI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2528 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SSEA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7588 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
STAG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2226 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
STBA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0732 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
STEL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8825 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
STWD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.8022 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SVAC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.9139 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SVCC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6392 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SWX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9283 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
SZZL,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8327 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TACH,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6876 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TACO,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.3225 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TAVI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.8667 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TCBK,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3075 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TCBS,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0991 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TDAC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9660 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TDWD,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6627 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
THG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0751 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TJX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0214 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TLNC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.8271 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TOWN,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9402 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TRMK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0573 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TRNO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2636 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TRV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3049 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TVA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.2477 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TVAI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5241 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TWLV,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.9585 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
TXNM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.0967 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UCFI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UDR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5493 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2638 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UGI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9241 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UHT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3314 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UNB,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9618 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UTL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.9153 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UVV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.6205 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
UYSC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.5641 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
VALU,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3142 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
VICI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.5042 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
VNME,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5438 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
VOD,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3090 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WABC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.6206 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WBD,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.9692 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WBS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.9829 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WEC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.1592 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WENN,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5740 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4146 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WPC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0165 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WRB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5836 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WSBF,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2047 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WSBK,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.7188 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WSR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2328 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WSTN,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4753 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WTG,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.3247 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
WTRG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.1992 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
XEL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.4271 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
XRPN,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9154 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
YHNA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.8614 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
YORW,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5617 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
YUM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.7241 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
