symbol,policy,allow_open,allow_reopen,allow_double_down,allow_sell,reason,evidence_source,review_after,updated_at
EOD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0557 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EOT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=4.9744 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EPD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9889 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EPRT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9540 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EQBK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.5655 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EQR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3529 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ESS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2042 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ETO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.5996 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ETR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.6651 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ETV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.2322 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ETW,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.2060 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ETX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.1121 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EURK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.4830 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EVAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8283 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EVF,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.4504 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EVN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.3178 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EVOX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8818 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EVRG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.7301 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
EXC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0572 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FACT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.1454 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FBLA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.7365 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FCCO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.7387 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FCF,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9826 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FCPT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.6824 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FCRS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.6710 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FDSB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.2836 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9194 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FERA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4370 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FGMC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.9893 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FHI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.8884 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FIGX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6016 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FINS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.7583 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FLC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.0549 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FMBH,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8665 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FMNB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9023 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FNLC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.7851 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FNRN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9615 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.6485 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FRME,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2529 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FRT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0992 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FSHP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.4226 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FUSB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0787 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
FVN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5931 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GABC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.7903 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GBLI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0199 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4416 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GIW,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5945 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4429 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GLPI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0493 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GNL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.8365 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GPAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7073 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GPAT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.1162 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GSHR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6316 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GSRF,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5003 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GTEN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9579 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GTERA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8261 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GTLS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9309 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
GTY,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4498 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HAVA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4335 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HBCP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8254 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HCAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6785 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HCMA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9988 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HIG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.5844 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HLT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8724 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HLXC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.3340 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HMN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7400 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HNNA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.4731 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HOMB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4359 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HTO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5037 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HVII,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9165 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HVMC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8462 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
HYNE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.1200 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IBAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.1112 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IBOC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3982 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IDA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.7722 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IGAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6470 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IMXI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.9656 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
INAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8246 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
INGR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.1622 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IPCX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5893 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
IPEX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6602 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ITHA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6232 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
JHG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.3271 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
JMSB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.1420 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
JNJ,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8573 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KBON,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7630 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KCHV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7160 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KFII,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6970 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KIM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4509 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.1581 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KOYN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4996 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KRG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7355 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KVAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.1882 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KVUE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.1583 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
KW,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=4.2869 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
L,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2063 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LATA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9694 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LAWR,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LCCC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6064 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LFAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.3149 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LIN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.7142 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LKSP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4916 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LNT,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.2810 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LOAN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0036 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LOKV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=2.7556 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LPAA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7344 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LPBB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7179 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LSBK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=5.6756 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LWAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5364 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
LXP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.6244 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MAA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.1899 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MACI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.5578 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MAGH,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MASI,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7631 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MBAV,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=4.3797 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MBVI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7971 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MCD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2235 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MCGA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8390 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MCTA,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MDU,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.0631 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MESH,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4207 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MGEE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3084 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MGYR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.8518 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MKLY,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.8141 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MMTX,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.4966 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
MTG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8429 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NATH,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=3.7298 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NBTB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8411 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NECB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3423 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NEE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7712 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NFBK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=6.8821 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NFG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5914 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NHIC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=4.0581 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.1890 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NJR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.2668 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NLY,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.0753 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NMP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5030 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NNN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.8695 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NODK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.5764 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NOEM,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9188 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NPAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.9992 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NSC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7696 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NSTS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.0503 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NTWO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6097 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NUTR,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NWBI,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2705 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NWE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9392 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NWFL,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8053 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
NWN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.4431 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
O,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2039 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OACC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.1973 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OBA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5272 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OGE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3176 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OGS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.3164 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ONCH,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7052 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
ORIQ,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.6709 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OTGA,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7058 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OTTR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9732 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OVLY,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.2815 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OYSE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.7752 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
OZK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8922 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PACH,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5681 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PAGP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8724 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PBFS,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.3569 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PC,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PCAP,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5832 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PCB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.8427 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PDLB,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.4623 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PEBK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.9395 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PEBO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.4687 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PECO,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.4289 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PEG,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.8327 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PEN,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.6012 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PFE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.9119 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PGAC,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5263 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PGR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=8.9822 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PLD,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=9.7479 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PLMK,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.3899 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PLTS,no_new_open,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.0000 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PMTR,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=1.4152 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
PNW,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=7.9571 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
POLE,no_reopen,false,false,true,true,valid_months=6 avg_monthly_range_pct=0.5824 below 10,weekly_intraday_range_2026-01_to_2026-06,,2026-06-14
